case_id,set_id,author_ids,author_names,train,test,val
4,63,"[365, 1057, 593, 120]","Henry Rider Haggard,Fergus Hume,Bret Harte,Jack London","[5737, 2193, 56241, 59422, 36336, 55511, 1368, 55311, 910, 2722, 2695, 1056, 1711, 8184, 1161, 21971, 26063, 56177, 55510, 2152, 55831, 2185, 5228, 1848, 19069, 3155, 55783, 2377, 5746, 6769, 24769, 21970, 2793, 1449, 1160, 310, 711, 36346, 2769, 2867, 2794, 2868, 6455, 2310, 2858, 2711, 2280, 1164, 5174, 1162, 2178, 746, 2712, 2635, 23474, 41071, 2166]","[2279, 9780, 2180, 2416, 34835, 1690, 55404, 4223, 1074, 5745, 2277, 2721, 1163, 2286, 55305, 215]","[12419, 2841, 1075, 2723, 55960, 4946, 2857]"
4,64,"[102, 1321, 30, 365]","Louisa May Alcott,Marie Corelli,H.G. Wells,Henry Rider Haggard","[36, 40682, 42332, 2769, 5114, 2857, 53097, 2804, 61716, 12163, 35338, 26041, 718, 5745, 2788, 68771, 2166, 18449, 514, 3795, 4653, 4770, 39162, 8188, 3823, 1264, 711, 67113, 5230, 35, 28203, 59780, 780, 1848, 35920, 8184, 34962, 6769, 524, 1690, 1711, 5746, 4285, 2841, 54212, 64152, 5174, 5079, 3831, 2722, 5228, 2726, 36221, 40683, 1059, 2786, 775]","[4360, 1368, 3499, 4394, 66320, 57321, 7308, 8677, 8694, 159, 1047, 59422, 14060, 3155, 4251, 9780]","[5165, 2787, 1013, 6921, 66409, 2721, 5830]"
4,65,"[102, 260, 28, 125]","Louisa May Alcott,Oliver Optic,Nathaniel Hawthorne,Joseph Conrad","[17731, 495, 976, 24252, 65552, 2786, 2480, 15540, 5658, 9256, 40683, 36221, 493, 7085, 7372, 18579, 3795, 77, 66156, 1083, 24554, 8694, 451, 24124, 18678, 32242, 18264, 219, 9251, 57321, 52978, 2804, 25344, 8188, 1142, 24775, 40682, 638, 26653, 2021, 514, 3499, 28203, 2181, 220, 2726, 1055, 484, 7119, 6378, 2081, 9247, 23351, 15920, 64944, 30376, 8677]","[23758, 4770, 9258, 7183, 24631, 527, 5830, 1058, 14595, 9257, 974, 2788, 1926, 2787, 24866, 525]","[26041, 720, 9237, 44950, 54212, 21901, 2182]"
4,66,"[73, 963, 593, 1177]","Frances Hodgson Burnett,Margaret Oliphant,Bret Harte,Mrs Henry Wood","[137, 2514, 2793, 29890, 39693, 58774, 2193, 2712, 9192, 50471, 460, 2635, 48199, 2178, 65935, 58582, 38832, 54841, 15627, 2277, 506, 2711, 2723, 58086, 53583, 52060, 52756, 58701, 17226, 10052, 6491, 146, 2310, 12419, 36336, 479, 28629, 59918, 25725, 16798, 3322, 58288, 2185, 28006, 57875, 39377, 66376, 459, 36106, 58046, 60018, 113, 2867, 37332, 48197, 1550, 2279]","[58431, 11521, 63902, 15651, 55155, 2286, 53744, 5302, 2858, 2794, 39692, 2280, 40418, 25810, 9487, 34587]","[384, 41286, 2695, 2180, 59759, 15651, 42200]"
4,67,"[963, 979, 365, 324]","Margaret Oliphant,John Kendrick Bangs,Henry Rider Haggard,Anthony Trollope","[33500, 5174, 35302, 3162, 28006, 24103, 5231, 65935, 48197, 6769, 3155, 39682, 34465, 3324, 5140, 2158, 1368, 2857, 28069, 2841, 2166, 23000, 10052, 29890, 30100, 54841, 60018, 2722, 3409, 41286, 19500, 3166, 24130, 58558, 25579, 35374, 28629, 1711, 2860, 1690, 30853, 52756, 9780, 20559, 2618, 4930, 5228, 5745, 11521, 59918, 33432, 2769, 18881, 48199, 55155, 7381, 711]","[18207, 59759, 619, 63902, 5897, 18000, 33623, 5746, 3045, 66376, 59422, 39871, 53744, 8184, 3169, 2721]","[52060, 8377, 53583, 18640, 1848, 4599, 6995]"
4,68,"[365, 1177, 260, 98]","Henry Rider Haggard,Mrs Henry Wood,Oliver Optic,Wilkie Collins","[34587, 9780, 58086, 170, 1368, 7894, 2841, 38832, 3155, 1625, 57875, 155, 36106, 2722, 42200, 7893, 58288, 1586, 1895, 15627, 58701, 44950, 888, 26653, 1587, 1622, 1848, 24252, 16798, 18579, 15540, 583, 24631, 58431, 24124, 484, 39693, 7891, 711, 18264, 5745, 1690, 65552, 2166, 1627, 58774, 5228, 58046, 24775, 24866, 15920, 3606, 23351, 6769, 2769, 23758, 2721]","[59422, 5746, 1917, 43092, 8184, 21901, 52978, 9192, 18678, 1711, 1630, 24554, 39692, 39377, 1975, 3322]","[2857, 5174, 58582, 1438, 40418, 14595, 4605]"
4,69,"[963, 120, 125, 98]","Margaret Oliphant,Jack London,Joseph Conrad,Wilkie Collins","[1083, 583, 2480, 66376, 28006, 1586, 66156, 1438, 1449, 53583, 43092, 65935, 17731, 1917, 527, 5658, 495, 1164, 60018, 2021, 11521, 1056, 21970, 1630, 1075, 219, 493, 310, 155, 215, 4605, 48197, 451, 59918, 21971, 28629, 1074, 7891, 1055, 2416, 55155, 48199, 41286, 2152, 7894, 170, 1622, 1895, 10052, 638, 1161, 220, 6455, 5737, 29890, 1975, 1142]","[2377, 1058, 7893, 1163, 1627, 1587, 52756, 53744, 54841, 720, 1162, 52060, 746, 525, 1625, 6378]","[888, 59759, 1160, 63902, 910, 974, 3606]"
4,70,"[365, 8949, 30, 28]","Henry Rider Haggard,James Grant,H.G. Wells,Nathaniel Hawthorne","[5174, 1264, 54919, 64836, 1711, 7183, 65415, 7308, 64944, 34962, 67228, 55528, 14060, 718, 77, 2081, 9780, 65294, 35338, 68294, 524, 30376, 7372, 2181, 32242, 1926, 1368, 59422, 5230, 54921, 2769, 39162, 780, 35, 7085, 66409, 9256, 68789, 1848, 711, 2721, 54918, 7119, 2722, 2857, 54920, 5746, 2841, 68790, 64254, 1690, 9251, 12163, 55527, 2182, 8184, 36]","[9258, 9247, 159, 3155, 1047, 1059, 6769, 5228, 68293, 54593, 976, 65393, 65080, 2166, 9237, 35920]","[5745, 775, 65932, 25344, 9257, 55179, 1013]"
4,71,"[963, 102, 8949, 69]","Margaret Oliphant,Louisa May Alcott,James Grant,Arthur Conan Doyle","[2347, 2344, 65294, 59759, 5830, 66376, 8394, 54593, 55155, 13152, 3499, 65415, 54918, 537, 1644, 2786, 64254, 28629, 52756, 53744, 54212, 36221, 3795, 67228, 26041, 53583, 2350, 48199, 54921, 8694, 5148, 2348, 40683, 11521, 65080, 2349, 41286, 68293, 2788, 28203, 65935, 52060, 54920, 57321, 2345, 65932, 59918, 40682, 2845, 55179, 423, 48197, 68790, 55527, 38443, 4770, 8188]","[28006, 356, 55528, 514, 54841, 1661, 29890, 68789, 65393, 68294, 244, 2726, 8677, 2787, 10052, 9504]","[63902, 2804, 11247, 54919, 2343, 64836, 60018]"
4,72,"[260, 1057, 963, 365]","Oliver Optic,Fergus Hume,Margaret Oliphant,Henry Rider Haggard","[44950, 2721, 55404, 21901, 2769, 2857, 6769, 484, 55831, 55511, 1848, 29890, 52060, 52978, 63902, 34835, 2166, 1690, 15540, 4223, 23474, 2722, 28629, 41071, 3155, 23758, 19069, 26063, 24252, 65935, 10052, 60018, 26653, 5228, 48197, 24866, 4946, 66376, 55155, 54841, 18678, 53583, 18264, 8184, 18579, 15920, 5174, 59918, 48199, 5746, 55311, 56241, 9780, 24554, 41286, 55960, 36346]","[11521, 52756, 55783, 24769, 24124, 24775, 1711, 59422, 5745, 56177, 2868, 65552, 53744, 28006, 2841, 14595]","[55510, 23351, 711, 1368, 59759, 55305, 24631]"
4,73,"[30, 979, 365, 1177]","H.G. Wells,John Kendrick Bangs,Henry Rider Haggard,Mrs Henry Wood","[2769, 780, 33432, 3169, 2857, 58431, 5228, 1013, 35, 775, 8184, 1368, 59422, 35302, 24130, 30853, 1848, 2166, 36, 34465, 58086, 2721, 14060, 33623, 57875, 2841, 5745, 58288, 38832, 15627, 3322, 35338, 36106, 3324, 18881, 2722, 1047, 35920, 8377, 58774, 39162, 1059, 35374, 34962, 40418, 34587, 3162, 1690, 4930, 66409, 16798, 9780, 711, 58582, 39692, 7308, 2618]","[1264, 6995, 20559, 39871, 39693, 5230, 12163, 3155, 1711, 39377, 6769, 42200, 39682, 58701, 5746, 524]","[718, 159, 58046, 28069, 5174, 9192, 18207]"
4,74,"[365, 120, 963, 30]","Henry Rider Haggard,Jack London,Margaret Oliphant,H.G. Wells","[28629, 2722, 65935, 215, 1449, 1711, 11521, 1690, 54841, 14060, 1161, 34962, 5745, 35920, 159, 6769, 39162, 1368, 48199, 66376, 5228, 66409, 21971, 2377, 35338, 1164, 5746, 41286, 6455, 52756, 1059, 746, 48197, 1074, 2769, 1013, 2166, 524, 63902, 36, 5230, 59918, 35, 780, 1162, 1848, 1264, 910, 52060, 3155, 5737, 2416, 59759, 5174, 2857, 1075, 10052]","[310, 59422, 53583, 2152, 711, 8184, 28006, 718, 53744, 1163, 7308, 21970, 12163, 60018, 2841, 775]","[1056, 29890, 1047, 1160, 2721, 55155, 9780]"
4,75,"[8949, 1177, 98, 979]","James Grant,Mrs Henry Wood,Wilkie Collins,John Kendrick Bangs","[39377, 58701, 170, 6995, 54919, 42200, 4930, 55179, 20559, 39693, 583, 64836, 58288, 30853, 54918, 18881, 64254, 7894, 1622, 888, 68790, 3324, 68293, 1895, 18207, 58582, 15627, 4605, 65415, 58774, 1630, 3606, 65393, 1586, 35374, 58086, 155, 54593, 2618, 1917, 39682, 67228, 34587, 36106, 38832, 3322, 33623, 55528, 33432, 55527, 57875, 7893, 24130, 28069, 1975, 34465, 68294]","[35302, 40418, 1438, 58046, 54921, 68789, 3162, 65080, 1625, 1587, 7891, 8377, 39871, 58431, 16798, 54920]","[65932, 3169, 43092, 39692, 65294, 9192, 1627]"
4,76,"[365, 98, 73, 8949]","Henry Rider Haggard,Wilkie Collins,Frances Hodgson Burnett,James Grant","[2166, 68293, 2841, 50471, 25725, 6491, 1438, 17226, 1895, 4605, 1848, 137, 2721, 6769, 65080, 1917, 65415, 64836, 5228, 54593, 65294, 506, 64254, 55528, 1368, 1586, 711, 55179, 1550, 7891, 888, 3155, 43092, 459, 54919, 479, 1711, 2857, 1975, 5746, 7893, 5174, 9487, 146, 3606, 2514, 1627, 155, 65393, 7894, 384, 1625, 8184, 67228, 55527, 5302, 65932]","[25810, 1587, 15651, 5745, 583, 2769, 68789, 54918, 68790, 1630, 113, 59422, 1690, 68294, 1622, 37332]","[9780, 2722, 54920, 460, 54921, 170, 15651]"
4,77,"[30, 1057, 69, 979]","H.G. Wells,Fergus Hume,Arthur Conan Doyle,John Kendrick Bangs","[1661, 1644, 9504, 55305, 35, 2348, 35338, 4223, 524, 244, 2868, 36346, 24130, 8394, 39682, 20559, 34835, 3324, 4946, 55831, 2343, 41071, 55311, 18207, 3169, 1047, 56177, 1013, 11247, 56241, 55510, 2347, 8377, 28069, 33623, 2845, 35302, 5230, 38443, 33432, 780, 30853, 7308, 19069, 2349, 39162, 12163, 537, 2350, 775, 18881, 1264, 718, 159, 423, 55511, 35374]","[23474, 2618, 34962, 39871, 55783, 2344, 24769, 1059, 3162, 6995, 14060, 55960, 13152, 36, 5148, 2345]","[55404, 26063, 35920, 356, 34465, 4930, 66409]"
4,78,"[98, 1177, 1321, 1057]","Wilkie Collins,Mrs Henry Wood,Marie Corelli,Fergus Hume","[58086, 66320, 55783, 1917, 56177, 16798, 64152, 55510, 58046, 58288, 53097, 9192, 5165, 18449, 58582, 4653, 40418, 7891, 42332, 1438, 1630, 56241, 55511, 26063, 583, 4223, 68771, 67113, 55831, 5114, 3831, 42200, 15627, 58431, 23474, 1625, 1586, 7894, 34835, 1587, 55311, 5079, 39377, 1975, 55960, 170, 43092, 3823, 41071, 55404, 4285, 1895, 3322, 58701, 888, 55305, 39693]","[39692, 57875, 4251, 1622, 3606, 1627, 4946, 4394, 4605, 34587, 59780, 6921, 36346, 19069, 24769, 38832]","[4360, 36106, 58774, 2868, 155, 61716, 7893]"
4,79,"[2957, 324, 593, 260]","Mary Elizabeth Braddon,Anthony Trollope,Bret Harte,Oliver Optic","[52978, 48020, 26238, 3045, 3166, 48021, 2279, 23351, 18264, 24775, 18678, 11720, 17801, 24252, 50676, 23000, 2867, 36336, 57405, 24554, 18000, 24866, 4599, 2277, 26653, 2712, 58558, 44950, 33500, 2280, 2286, 2635, 2858, 35485, 2793, 9377, 3409, 2310, 5140, 25579, 23758, 15920, 484, 24103, 65552, 2695, 19500, 24631, 2158, 34542, 2723, 2860, 50037, 41374, 54247, 2180, 9362]","[67237, 2178, 9189, 9052, 2794, 5897, 2711, 619, 30100, 14595, 18579, 12419, 9475, 15540, 24124, 5231]","[68040, 2193, 21901, 7381, 8954, 18640, 2185]"
4,80,"[260, 324, 98, 120]","Oliver Optic,Anthony Trollope,Wilkie Collins,Jack London","[24554, 1449, 3045, 24103, 2152, 1438, 1975, 888, 583, 6455, 5140, 18640, 24252, 19500, 1622, 2377, 21970, 58558, 1627, 2158, 23758, 14595, 15540, 1161, 746, 7894, 2416, 18264, 18678, 1056, 24866, 1164, 52978, 26653, 33500, 23351, 3409, 5897, 1075, 484, 1895, 7893, 24124, 1162, 30100, 5231, 310, 24775, 1586, 3166, 1160, 4599, 155, 7891, 24631, 1625, 4605]","[44950, 170, 18579, 1074, 43092, 15920, 65552, 25579, 21971, 2860, 18000, 7381, 215, 5737, 3606, 1587]","[23000, 619, 1917, 1163, 21901, 910, 1630]"
4,81,"[260, 53, 102, 73]","Oliver Optic,Mark Twain,Louisa May Alcott,Frances Hodgson Burnett","[8694, 5830, 57321, 52978, 15651, 28203, 24124, 137, 1044, 91, 9487, 3180, 24775, 36221, 25810, 8188, 61522, 24631, 3190, 3499, 3174, 3178, 5302, 18579, 2787, 40682, 514, 2726, 1837, 25725, 3189, 4770, 14595, 3179, 65552, 21901, 50471, 15540, 119, 15920, 146, 384, 60900, 18678, 2514, 506, 484, 2788, 24554, 23351, 1550, 37332, 460, 102, 18264, 76, 2804]","[23758, 6491, 93, 459, 17226, 24866, 54212, 40683, 1086, 2786, 15651, 2874, 26653, 8677, 86, 44950]","[113, 479, 24252, 26041, 8525, 74, 3795]"
4,82,"[324, 365, 593, 963]","Anthony Trollope,Henry Rider Haggard,Bret Harte,Margaret Oliphant","[4599, 33500, 18640, 2841, 5140, 2280, 19500, 53583, 2279, 59422, 2193, 5228, 58558, 3409, 1848, 18000, 1368, 59918, 5897, 1711, 59759, 2711, 2860, 2712, 2277, 5174, 2286, 2178, 48199, 2180, 28006, 2310, 6769, 3155, 36336, 52060, 2185, 2158, 41286, 711, 2722, 8184, 63902, 3166, 30100, 2794, 28629, 29890, 2723, 52756, 1690, 7381, 10052, 2857, 2166, 55155, 11521]","[48197, 619, 3045, 53744, 5231, 66376, 2695, 5746, 2867, 2858, 2769, 23000, 9780, 5745, 60018, 12419]","[24103, 2793, 25579, 2721, 65935, 54841, 2635]"
4,83,"[53, 2957, 69, 1057]","Mark Twain,Mary Elizabeth Braddon,Arthur Conan Doyle,Fergus Hume","[55311, 8954, 24769, 1661, 26238, 3178, 2350, 56177, 55960, 55831, 3179, 9504, 55783, 4946, 1837, 17801, 67237, 61522, 8525, 11247, 60900, 57405, 1644, 35485, 102, 74, 2868, 3190, 86, 119, 244, 68040, 55305, 48021, 13152, 9052, 2348, 9377, 93, 8394, 2343, 76, 91, 1044, 19069, 5148, 41374, 55404, 34835, 56241, 23474, 48020, 2344, 50676, 11720, 423, 356]","[36346, 50037, 3189, 26063, 9189, 54247, 3174, 1086, 41071, 2345, 4223, 2874, 2347, 34542, 38443, 537]","[55510, 3180, 2349, 9362, 55511, 9475, 2845]"
4,84,"[2957, 365, 102, 260]","Mary Elizabeth Braddon,Henry Rider Haggard,Louisa May Alcott,Oliver Optic","[68040, 2841, 36221, 26041, 3795, 18579, 6769, 8184, 2786, 5228, 14595, 8188, 24252, 23758, 35485, 50037, 44950, 1711, 5746, 57405, 2722, 514, 5830, 1368, 2769, 9189, 24554, 59422, 9377, 8677, 18264, 23351, 2166, 48020, 21901, 3155, 15540, 2857, 48021, 3499, 4770, 34542, 24631, 65552, 57321, 24775, 8694, 54247, 11720, 5745, 26238, 1848, 17801, 40683, 28203, 24124, 9052]","[711, 2788, 8954, 9780, 18678, 24866, 484, 50676, 1690, 2726, 41374, 2721, 26653, 54212, 67237, 2787]","[9362, 15920, 9475, 5174, 52978, 40682, 2804]"
4,85,"[120, 30, 69, 1177]","Jack London,H.G. Wells,Arthur Conan Doyle,Mrs Henry Wood","[6455, 2152, 35920, 66409, 58288, 1264, 2349, 310, 8394, 780, 2377, 5230, 1074, 1075, 39692, 356, 910, 38832, 775, 1644, 36106, 1059, 5737, 11247, 3322, 537, 1013, 2350, 2344, 13152, 42200, 58046, 39377, 746, 2343, 1163, 12163, 58582, 1161, 1056, 1164, 1047, 16798, 34962, 58774, 9504, 21970, 524, 2348, 36, 57875, 9192, 244, 423, 2345, 40418, 39162]","[7308, 718, 35338, 5148, 215, 1160, 34587, 39693, 2347, 1162, 35, 1449, 58701, 58431, 1661, 38443]","[159, 15627, 2416, 2845, 14060, 21971, 58086]"
4,86,"[1321, 8949, 125, 365]","Marie Corelli,James Grant,Joseph Conrad,Henry Rider Haggard","[68294, 493, 55179, 2480, 4360, 68293, 1058, 4653, 67228, 5114, 525, 54920, 1142, 2721, 66156, 4251, 68790, 4394, 67113, 711, 2841, 1083, 65932, 2021, 974, 42332, 2722, 4285, 2166, 5658, 3155, 2857, 65080, 451, 720, 59422, 6378, 64152, 54918, 68789, 5165, 61716, 59780, 5746, 54919, 1368, 64836, 6921, 1711, 8184, 2769, 1848, 54593, 64254, 638, 55527, 18449]","[65415, 5228, 5745, 68771, 219, 54921, 65294, 55528, 6769, 3823, 1690, 495, 220, 1055, 66320, 53097]","[17731, 9780, 3831, 5079, 527, 65393, 5174]"
4,87,"[365, 69, 979, 324]","Henry Rider Haggard,Arthur Conan Doyle,John Kendrick Bangs,Anthony Trollope","[9504, 7381, 2845, 59422, 9780, 2166, 5745, 23000, 33432, 4599, 3162, 30100, 34465, 18881, 5897, 2158, 28069, 5174, 39871, 18000, 2722, 537, 25579, 2344, 2350, 8184, 2721, 30853, 711, 2343, 2618, 5148, 1848, 3045, 8394, 3324, 619, 2841, 33623, 33500, 1644, 6769, 3169, 24130, 18207, 1661, 5228, 5231, 6995, 3155, 2349, 38443, 356, 5746, 13152, 58558, 18640]","[3409, 3166, 11247, 2857, 2348, 35302, 1711, 2860, 2769, 35374, 19500, 1368, 423, 20559, 39682, 244]","[8377, 2345, 2347, 24103, 1690, 5140, 4930]"
4,88,"[593, 1057, 53, 8949]","Bret Harte,Fergus Hume,Mark Twain,James Grant","[2723, 2868, 55511, 65294, 93, 26063, 4223, 4946, 3180, 23474, 2794, 2193, 55527, 2286, 68790, 68293, 2180, 55305, 56241, 12419, 86, 3174, 60900, 55783, 55831, 64254, 24769, 3179, 2867, 2874, 55179, 2712, 54921, 2793, 68789, 76, 2858, 54918, 61522, 67228, 1044, 41071, 36336, 65393, 64836, 54593, 65080, 2711, 74, 55404, 55528, 2635, 1086, 91, 2185, 55311, 8525]","[34835, 2279, 119, 102, 1837, 65932, 65415, 2695, 3189, 55960, 55510, 68294, 54919, 36346, 2178, 2310]","[54920, 3178, 3190, 2277, 2280, 19069, 56177]"
4,89,"[98, 125, 1057, 324]","Wilkie Collins,Joseph Conrad,Fergus Hume,Anthony Trollope","[7893, 5658, 55404, 1142, 55511, 55960, 55305, 638, 56241, 30100, 495, 3166, 55783, 5231, 7891, 1895, 26063, 5140, 1630, 23474, 2868, 1625, 527, 220, 583, 5897, 1083, 7894, 1627, 3045, 19069, 4605, 493, 6378, 451, 66156, 55831, 525, 4946, 3606, 7381, 1975, 2158, 25579, 58558, 36346, 24103, 974, 3409, 1058, 1587, 2860, 888, 55311, 1586, 56177, 33500]","[1917, 619, 34835, 2480, 219, 720, 24769, 55510, 23000, 1622, 43092, 18000, 17731, 4223, 155, 4599]","[1055, 19500, 1438, 2021, 170, 18640, 41071]"
4,90,"[8949, 1177, 593, 963]","James Grant,Mrs Henry Wood,Bret Harte,Margaret Oliphant","[41286, 2185, 2794, 59759, 42200, 65080, 58701, 38832, 2310, 10052, 58046, 58582, 68790, 48199, 54919, 58086, 63902, 57875, 16798, 11521, 55528, 28629, 54921, 66376, 64836, 2635, 39377, 2711, 54918, 58774, 64254, 65415, 2712, 2723, 2695, 12419, 36336, 68294, 2858, 65932, 68293, 2277, 2867, 28006, 65935, 58431, 15627, 67228, 68789, 52756, 53744, 52060, 40418, 58288, 39692, 2286, 55155]","[60018, 2279, 65294, 48197, 3322, 55527, 2793, 36106, 2280, 54841, 54920, 34587, 29890, 54593, 2193, 39693]","[9192, 59918, 65393, 55179, 2178, 53583, 2180]"
4,91,"[73, 30, 1177, 98]","Frances Hodgson Burnett,H.G. Wells,Mrs Henry Wood,Wilkie Collins","[113, 1625, 1264, 3322, 6491, 14060, 58086, 38832, 1059, 42200, 1587, 506, 137, 25810, 57875, 2514, 780, 35338, 39162, 34587, 7891, 36106, 459, 1622, 1630, 4605, 1438, 39377, 25725, 155, 37332, 1047, 58288, 43092, 39693, 36, 15651, 775, 35, 40418, 15651, 384, 9192, 3606, 16798, 583, 5230, 12163, 146, 58701, 17226, 1895, 1013, 170, 34962, 1917, 7308]","[15627, 35920, 1586, 58431, 460, 159, 58046, 1550, 5302, 7894, 718, 66409, 50471, 1627, 1975, 39692]","[888, 7893, 479, 58582, 9487, 58774, 524]"
4,92,"[69, 365, 979, 30]","Arthur Conan Doyle,Henry Rider Haggard,John Kendrick Bangs,H.G. Wells","[2845, 6995, 8377, 33623, 35302, 33432, 4930, 28069, 20559, 775, 18881, 59422, 718, 39162, 159, 36, 3162, 2349, 3324, 3155, 7308, 12163, 35, 38443, 2857, 5228, 1848, 5746, 13152, 8394, 35920, 1264, 2618, 9504, 1644, 1059, 3169, 244, 2721, 34962, 2841, 1711, 2348, 356, 35374, 1368, 2347, 11247, 35338, 2344, 2343, 780, 2345, 1690, 5745, 8184, 5174]","[1013, 524, 711, 24130, 5148, 5230, 2722, 39871, 2769, 14060, 9780, 39682, 30853, 423, 537, 1661]","[6769, 34465, 1047, 2350, 2166, 18207, 66409]"
4,93,"[1177, 593, 8949, 365]","Mrs Henry Wood,Bret Harte,James Grant,Henry Rider Haggard","[39693, 2794, 2793, 2723, 58046, 2166, 6769, 2286, 2279, 55527, 3155, 57875, 65080, 68790, 2180, 9780, 65415, 65393, 65932, 54921, 2712, 2280, 58701, 54919, 54920, 58431, 2185, 34587, 2310, 67228, 5746, 59422, 2769, 58582, 55179, 2721, 55528, 39692, 58086, 2857, 1848, 9192, 5228, 3322, 8184, 64254, 65294, 1711, 40418, 2635, 2178, 38832, 39377, 2711, 2193, 36106, 2841]","[5745, 16798, 58774, 68293, 58288, 68789, 711, 2277, 2858, 68294, 2722, 64836, 36336, 12419, 42200, 1690]","[1368, 54593, 5174, 15627, 54918, 2867, 2695]"
4,94,"[8949, 2957, 1177, 28]","James Grant,Mary Elizabeth Braddon,Mrs Henry Wood,Nathaniel Hawthorne","[54921, 7085, 9257, 54593, 25344, 65393, 11720, 9247, 55528, 67237, 9377, 39692, 39377, 1926, 9256, 2081, 65415, 58582, 54247, 39693, 57875, 57405, 9258, 68789, 9192, 64836, 50676, 67228, 7372, 34542, 7183, 65294, 58701, 64944, 65080, 68790, 48021, 8954, 58774, 34587, 9237, 9052, 58046, 41374, 77, 50037, 26238, 54919, 17801, 16798, 58288, 68294, 54918, 976, 58431, 15627, 38832]","[58086, 9189, 2182, 68040, 54920, 36106, 48020, 9251, 55527, 64254, 40418, 55179, 9362, 32242, 3322, 2181]","[9475, 65932, 30376, 68293, 7119, 42200, 35485]"
4,95,"[125, 8949, 2957, 73]","Joseph Conrad,James Grant,Mary Elizabeth Braddon,Frances Hodgson Burnett","[66156, 720, 1055, 34542, 41374, 54921, 68293, 54919, 65932, 26238, 68790, 9052, 8954, 527, 67237, 9487, 9475, 54593, 68294, 137, 384, 17731, 64836, 54920, 479, 2514, 37332, 35485, 506, 15651, 495, 1142, 17801, 15651, 54247, 638, 220, 5302, 1083, 57405, 25725, 6378, 11720, 113, 1058, 219, 9362, 25810, 65080, 525, 65415, 65393, 50471, 55527, 64254, 68040, 54918]","[2480, 493, 6491, 146, 55528, 65294, 9189, 451, 17226, 55179, 67228, 9377, 50676, 48021, 1550, 2021]","[5658, 48020, 459, 974, 460, 68789, 50037]"
4,96,"[1321, 120, 102, 30]","Marie Corelli,Jack London,Louisa May Alcott,H.G. Wells","[35920, 3499, 4653, 66320, 5230, 39162, 35338, 2804, 26041, 1163, 910, 310, 2416, 40683, 1162, 2786, 67113, 42332, 66409, 8188, 2788, 2787, 6921, 4251, 1160, 746, 1056, 2377, 1075, 1449, 21971, 12163, 18449, 1047, 5830, 68771, 2152, 57321, 21970, 1074, 59780, 14060, 35, 36221, 159, 524, 3823, 4285, 514, 2726, 8677, 34962, 718, 64152, 53097, 1013, 5165]","[1059, 780, 3795, 1264, 5737, 54212, 5079, 7308, 215, 1164, 1161, 3831, 8694, 4360, 4394, 40682]","[28203, 775, 4770, 6455, 61716, 5114, 36]"
4,97,"[53, 979, 73, 260]","Mark Twain,John Kendrick Bangs,Frances Hodgson Burnett,Oliver Optic","[506, 17226, 14595, 6491, 37332, 18579, 30853, 1837, 2514, 113, 39871, 6995, 119, 3162, 146, 86, 15651, 25725, 50471, 3174, 384, 65552, 15920, 21901, 3178, 60900, 2618, 24252, 18881, 93, 23758, 24775, 3324, 8525, 25810, 24631, 18264, 28069, 3189, 484, 24866, 91, 33432, 34465, 24130, 39682, 459, 3169, 3190, 15651, 1550, 74, 24554, 102, 23351, 18207, 1044]","[2874, 76, 460, 479, 35302, 52978, 3180, 20559, 1086, 5302, 26653, 4930, 8377, 15540, 24124, 137]","[18678, 44950, 35374, 3179, 61522, 9487, 33623]"
4,98,"[365, 1321, 98, 125]","Henry Rider Haggard,Marie Corelli,Wilkie Collins,Joseph Conrad","[1627, 2721, 974, 3823, 2480, 3606, 2166, 451, 4251, 66156, 5658, 1622, 4653, 18449, 3831, 1975, 1711, 1055, 1438, 1368, 59422, 495, 4605, 220, 1142, 583, 219, 5174, 64152, 170, 7894, 61716, 6769, 6378, 1058, 5746, 42332, 1083, 5165, 43092, 2769, 1848, 7893, 5228, 1917, 1586, 67113, 5079, 4360, 3155, 66320, 2722, 527, 1690, 2857, 888, 59780]","[7891, 68771, 8184, 6921, 4285, 53097, 17731, 1630, 1587, 5745, 493, 1625, 525, 638, 9780, 711]","[720, 1895, 2021, 4394, 155, 5114, 2841]"
4,99,"[1177, 120, 365, 28]","Mrs Henry Wood,Jack London,Henry Rider Haggard,Nathaniel Hawthorne","[21971, 910, 1056, 1160, 57875, 2081, 39692, 58774, 9251, 5174, 7183, 21970, 9192, 9247, 2377, 59422, 5746, 2769, 39377, 40418, 7119, 39693, 30376, 5745, 1162, 2841, 1711, 1161, 7085, 215, 1926, 77, 2182, 16798, 1690, 1368, 9257, 58582, 711, 64944, 6455, 58086, 1848, 310, 3322, 42200, 2721, 5228, 9258, 6769, 25344, 7372, 2416, 5737, 58701, 38832, 1163]","[9237, 976, 15627, 32242, 2152, 34587, 746, 58431, 1074, 2166, 9256, 58046, 2857, 9780, 8184, 1449]","[58288, 2722, 36106, 2181, 1164, 1075, 3155]"
