case_id,set_id,author_ids,author_names
10,21,"[73, 53, 28, 324, 2957, 1057, 120, 260, 365, 963]","Frances Hodgson Burnett,Mark Twain,Nathaniel Hawthorne,Anthony Trollope,Mary Elizabeth Braddon,Fergus Hume,Jack London,Oliver Optic,Henry Rider Haggard,Margaret Oliphant"
10,22,"[69, 324, 98, 260, 28, 73, 2957, 53, 120, 593]","Arthur Conan Doyle,Anthony Trollope,Wilkie Collins,Oliver Optic,Nathaniel Hawthorne,Frances Hodgson Burnett,Mary Elizabeth Braddon,Mark Twain,Jack London,Bret Harte"
10,23,"[53, 1057, 593, 28, 125, 73, 260, 324, 365, 8949]","Mark Twain,Fergus Hume,Bret Harte,Nathaniel Hawthorne,Joseph Conrad,Frances Hodgson Burnett,Oliver Optic,Anthony Trollope,Henry Rider Haggard,James Grant"
10,24,"[1321, 2957, 73, 53, 120, 98, 125, 365, 1057, 324]","Marie Corelli,Mary Elizabeth Braddon,Frances Hodgson Burnett,Mark Twain,Jack London,Wilkie Collins,Joseph Conrad,Henry Rider Haggard,Fergus Hume,Anthony Trollope"
10,25,"[2957, 73, 125, 69, 1177, 1057, 365, 28, 1321, 963]","Mary Elizabeth Braddon,Frances Hodgson Burnett,Joseph Conrad,Arthur Conan Doyle,Mrs Henry Wood,Fergus Hume,Henry Rider Haggard,Nathaniel Hawthorne,Marie Corelli,Margaret Oliphant"
10,26,"[53, 1057, 324, 28, 73, 1177, 260, 365, 125, 2957]","Mark Twain,Fergus Hume,Anthony Trollope,Nathaniel Hawthorne,Frances Hodgson Burnett,Mrs Henry Wood,Oliver Optic,Henry Rider Haggard,Joseph Conrad,Mary Elizabeth Braddon"
10,27,"[979, 1057, 8949, 125, 73, 963, 30, 365, 1177, 324]","John Kendrick Bangs,Fergus Hume,James Grant,Joseph Conrad,Frances Hodgson Burnett,Margaret Oliphant,H.G. Wells,Henry Rider Haggard,Mrs Henry Wood,Anthony Trollope"
10,28,"[69, 8949, 73, 98, 28, 365, 1177, 260, 1057, 979]","Arthur Conan Doyle,James Grant,Frances Hodgson Burnett,Wilkie Collins,Nathaniel Hawthorne,Henry Rider Haggard,Mrs Henry Wood,Oliver Optic,Fergus Hume,John Kendrick Bangs"
10,29,"[1321, 53, 28, 365, 125, 8949, 1057, 979, 593, 73]","Marie Corelli,Mark Twain,Nathaniel Hawthorne,Henry Rider Haggard,Joseph Conrad,James Grant,Fergus Hume,John Kendrick Bangs,Bret Harte,Frances Hodgson Burnett"
10,30,"[365, 260, 8949, 1177, 125, 963, 324, 53, 1057, 979]","Henry Rider Haggard,Oliver Optic,James Grant,Mrs Henry Wood,Joseph Conrad,Margaret Oliphant,Anthony Trollope,Mark Twain,Fergus Hume,John Kendrick Bangs"
10,31,"[102, 324, 1177, 1057, 260, 125, 2957, 30, 73, 8949]","Louisa May Alcott,Anthony Trollope,Mrs Henry Wood,Fergus Hume,Oliver Optic,Joseph Conrad,Mary Elizabeth Braddon,H.G. Wells,Frances Hodgson Burnett,James Grant"
10,32,"[69, 120, 979, 324, 53, 98, 1057, 260, 1321, 125]","Arthur Conan Doyle,Jack London,John Kendrick Bangs,Anthony Trollope,Mark Twain,Wilkie Collins,Fergus Hume,Oliver Optic,Marie Corelli,Joseph Conrad"
10,33,"[102, 53, 28, 98, 120, 963, 125, 2957, 30, 593]","Louisa May Alcott,Mark Twain,Nathaniel Hawthorne,Wilkie Collins,Jack London,Margaret Oliphant,Joseph Conrad,Mary Elizabeth Braddon,H.G. Wells,Bret Harte"
10,34,"[979, 365, 102, 1321, 8949, 73, 324, 69, 120, 125]","John Kendrick Bangs,Henry Rider Haggard,Louisa May Alcott,Marie Corelli,James Grant,Frances Hodgson Burnett,Anthony Trollope,Arthur Conan Doyle,Jack London,Joseph Conrad"
10,35,"[73, 98, 53, 69, 365, 963, 120, 1177, 28, 979]","Frances Hodgson Burnett,Wilkie Collins,Mark Twain,Arthur Conan Doyle,Henry Rider Haggard,Margaret Oliphant,Jack London,Mrs Henry Wood,Nathaniel Hawthorne,John Kendrick Bangs"
10,36,"[98, 125, 30, 365, 53, 963, 1057, 2957, 1177, 324]","Wilkie Collins,Joseph Conrad,H.G. Wells,Henry Rider Haggard,Mark Twain,Margaret Oliphant,Fergus Hume,Mary Elizabeth Braddon,Mrs Henry Wood,Anthony Trollope"
10,37,"[69, 260, 53, 2957, 102, 963, 365, 28, 979, 30]","Arthur Conan Doyle,Oliver Optic,Mark Twain,Mary Elizabeth Braddon,Louisa May Alcott,Margaret Oliphant,Henry Rider Haggard,Nathaniel Hawthorne,John Kendrick Bangs,H.G. Wells"
10,38,"[28, 69, 102, 593, 1177, 73, 1057, 979, 53, 120]","Nathaniel Hawthorne,Arthur Conan Doyle,Louisa May Alcott,Bret Harte,Mrs Henry Wood,Frances Hodgson Burnett,Fergus Hume,John Kendrick Bangs,Mark Twain,Jack London"
10,39,"[53, 120, 73, 8949, 324, 1057, 963, 98, 1177, 260]","Mark Twain,Jack London,Frances Hodgson Burnett,James Grant,Anthony Trollope,Fergus Hume,Margaret Oliphant,Wilkie Collins,Mrs Henry Wood,Oliver Optic"
10,40,"[30, 69, 98, 1321, 120, 1177, 1057, 73, 324, 365]","H.G. Wells,Arthur Conan Doyle,Wilkie Collins,Marie Corelli,Jack London,Mrs Henry Wood,Fergus Hume,Frances Hodgson Burnett,Anthony Trollope,Henry Rider Haggard"
10,41,"[73, 963, 120, 28, 1057, 324, 2957, 102, 365, 8949]","Frances Hodgson Burnett,Margaret Oliphant,Jack London,Nathaniel Hawthorne,Fergus Hume,Anthony Trollope,Mary Elizabeth Braddon,Louisa May Alcott,Henry Rider Haggard,James Grant"
10,42,"[8949, 324, 260, 69, 28, 2957, 125, 979, 1321, 365]","James Grant,Anthony Trollope,Oliver Optic,Arthur Conan Doyle,Nathaniel Hawthorne,Mary Elizabeth Braddon,Joseph Conrad,John Kendrick Bangs,Marie Corelli,Henry Rider Haggard"
10,43,"[102, 963, 260, 98, 8949, 30, 324, 593, 125, 979]","Louisa May Alcott,Margaret Oliphant,Oliver Optic,Wilkie Collins,James Grant,H.G. Wells,Anthony Trollope,Bret Harte,Joseph Conrad,John Kendrick Bangs"
10,44,"[8949, 1057, 1321, 28, 593, 53, 102, 98, 1177, 125]","James Grant,Fergus Hume,Marie Corelli,Nathaniel Hawthorne,Bret Harte,Mark Twain,Louisa May Alcott,Wilkie Collins,Mrs Henry Wood,Joseph Conrad"
10,45,"[98, 102, 2957, 30, 365, 963, 73, 1177, 593, 125]","Wilkie Collins,Louisa May Alcott,Mary Elizabeth Braddon,H.G. Wells,Henry Rider Haggard,Margaret Oliphant,Frances Hodgson Burnett,Mrs Henry Wood,Bret Harte,Joseph Conrad"
10,46,"[1057, 28, 1177, 102, 979, 2957, 53, 8949, 30, 593]","Fergus Hume,Nathaniel Hawthorne,Mrs Henry Wood,Louisa May Alcott,John Kendrick Bangs,Mary Elizabeth Braddon,Mark Twain,James Grant,H.G. Wells,Bret Harte"
10,47,"[125, 8949, 593, 102, 365, 30, 69, 53, 2957, 73]","Joseph Conrad,James Grant,Bret Harte,Louisa May Alcott,Henry Rider Haggard,H.G. Wells,Arthur Conan Doyle,Mark Twain,Mary Elizabeth Braddon,Frances Hodgson Burnett"
10,48,"[1177, 593, 2957, 1321, 125, 979, 260, 28, 98, 73]","Mrs Henry Wood,Bret Harte,Mary Elizabeth Braddon,Marie Corelli,Joseph Conrad,John Kendrick Bangs,Oliver Optic,Nathaniel Hawthorne,Wilkie Collins,Frances Hodgson Burnett"
10,49,"[120, 324, 963, 28, 593, 69, 260, 102, 8949, 1177]","Jack London,Anthony Trollope,Margaret Oliphant,Nathaniel Hawthorne,Bret Harte,Arthur Conan Doyle,Oliver Optic,Louisa May Alcott,James Grant,Mrs Henry Wood"
10,50,"[120, 30, 593, 324, 125, 98, 365, 8949, 963, 53]","Jack London,H.G. Wells,Bret Harte,Anthony Trollope,Joseph Conrad,Wilkie Collins,Henry Rider Haggard,James Grant,Margaret Oliphant,Mark Twain"
10,51,"[1177, 365, 979, 963, 260, 125, 73, 2957, 593, 28]","Mrs Henry Wood,Henry Rider Haggard,John Kendrick Bangs,Margaret Oliphant,Oliver Optic,Joseph Conrad,Frances Hodgson Burnett,Mary Elizabeth Braddon,Bret Harte,Nathaniel Hawthorne"
10,52,"[8949, 30, 69, 102, 1321, 593, 53, 125, 2957, 963]","James Grant,H.G. Wells,Arthur Conan Doyle,Louisa May Alcott,Marie Corelli,Bret Harte,Mark Twain,Joseph Conrad,Mary Elizabeth Braddon,Margaret Oliphant"
10,53,"[260, 98, 8949, 120, 125, 979, 324, 1177, 365, 102]","Oliver Optic,Wilkie Collins,James Grant,Jack London,Joseph Conrad,John Kendrick Bangs,Anthony Trollope,Mrs Henry Wood,Henry Rider Haggard,Louisa May Alcott"
10,54,"[324, 1321, 365, 979, 98, 125, 73, 28, 1177, 2957]","Anthony Trollope,Marie Corelli,Henry Rider Haggard,John Kendrick Bangs,Wilkie Collins,Joseph Conrad,Frances Hodgson Burnett,Nathaniel Hawthorne,Mrs Henry Wood,Mary Elizabeth Braddon"
10,55,"[2957, 324, 69, 1321, 260, 73, 365, 120, 1057, 979]","Mary Elizabeth Braddon,Anthony Trollope,Arthur Conan Doyle,Marie Corelli,Oliver Optic,Frances Hodgson Burnett,Henry Rider Haggard,Jack London,Fergus Hume,John Kendrick Bangs"
10,56,"[979, 2957, 1177, 963, 365, 125, 53, 73, 28, 69]","John Kendrick Bangs,Mary Elizabeth Braddon,Mrs Henry Wood,Margaret Oliphant,Henry Rider Haggard,Joseph Conrad,Mark Twain,Frances Hodgson Burnett,Nathaniel Hawthorne,Arthur Conan Doyle"
10,57,"[1177, 125, 260, 53, 365, 1057, 120, 28, 8949, 69]","Mrs Henry Wood,Joseph Conrad,Oliver Optic,Mark Twain,Henry Rider Haggard,Fergus Hume,Jack London,Nathaniel Hawthorne,James Grant,Arthur Conan Doyle"
10,58,"[1177, 1057, 2957, 979, 324, 30, 365, 98, 28, 53]","Mrs Henry Wood,Fergus Hume,Mary Elizabeth Braddon,John Kendrick Bangs,Anthony Trollope,H.G. Wells,Henry Rider Haggard,Wilkie Collins,Nathaniel Hawthorne,Mark Twain"
10,59,"[1057, 120, 102, 1177, 963, 30, 98, 593, 69, 53]","Fergus Hume,Jack London,Louisa May Alcott,Mrs Henry Wood,Margaret Oliphant,H.G. Wells,Wilkie Collins,Bret Harte,Arthur Conan Doyle,Mark Twain"
10,60,"[53, 593, 324, 28, 260, 365, 1321, 2957, 979, 73]","Mark Twain,Bret Harte,Anthony Trollope,Nathaniel Hawthorne,Oliver Optic,Henry Rider Haggard,Marie Corelli,Mary Elizabeth Braddon,John Kendrick Bangs,Frances Hodgson Burnett"
10,61,"[69, 120, 28, 102, 73, 979, 53, 30, 8949, 2957]","Arthur Conan Doyle,Jack London,Nathaniel Hawthorne,Louisa May Alcott,Frances Hodgson Burnett,John Kendrick Bangs,Mark Twain,H.G. Wells,James Grant,Mary Elizabeth Braddon"
10,62,"[69, 979, 98, 963, 1177, 120, 73, 1321, 53, 102]","Arthur Conan Doyle,John Kendrick Bangs,Wilkie Collins,Margaret Oliphant,Mrs Henry Wood,Jack London,Frances Hodgson Burnett,Marie Corelli,Mark Twain,Louisa May Alcott"
10,63,"[1057, 593, 365, 28, 2957, 1321, 324, 53, 102, 30]","Fergus Hume,Bret Harte,Henry Rider Haggard,Nathaniel Hawthorne,Mary Elizabeth Braddon,Marie Corelli,Anthony Trollope,Mark Twain,Louisa May Alcott,H.G. Wells"
10,64,"[1321, 365, 8949, 98, 260, 324, 125, 593, 30, 1177]","Marie Corelli,Henry Rider Haggard,James Grant,Wilkie Collins,Oliver Optic,Anthony Trollope,Joseph Conrad,Bret Harte,H.G. Wells,Mrs Henry Wood"
10,65,"[593, 324, 1321, 365, 260, 125, 73, 102, 1177, 98]","Bret Harte,Anthony Trollope,Marie Corelli,Henry Rider Haggard,Oliver Optic,Joseph Conrad,Frances Hodgson Burnett,Louisa May Alcott,Mrs Henry Wood,Wilkie Collins"
10,66,"[979, 324, 1177, 125, 963, 98, 1321, 260, 120, 73]","John Kendrick Bangs,Anthony Trollope,Mrs Henry Wood,Joseph Conrad,Margaret Oliphant,Wilkie Collins,Marie Corelli,Oliver Optic,Jack London,Frances Hodgson Burnett"
10,67,"[324, 593, 963, 125, 73, 365, 120, 98, 1057, 1321]","Anthony Trollope,Bret Harte,Margaret Oliphant,Joseph Conrad,Frances Hodgson Burnett,Henry Rider Haggard,Jack London,Wilkie Collins,Fergus Hume,Marie Corelli"
10,68,"[1177, 102, 324, 98, 53, 120, 28, 963, 69, 365]","Mrs Henry Wood,Louisa May Alcott,Anthony Trollope,Wilkie Collins,Mark Twain,Jack London,Nathaniel Hawthorne,Margaret Oliphant,Arthur Conan Doyle,Henry Rider Haggard"
10,69,"[1177, 98, 28, 73, 1057, 53, 593, 1321, 963, 125]","Mrs Henry Wood,Wilkie Collins,Nathaniel Hawthorne,Frances Hodgson Burnett,Fergus Hume,Mark Twain,Bret Harte,Marie Corelli,Margaret Oliphant,Joseph Conrad"
10,70,"[2957, 125, 1057, 1177, 8949, 593, 979, 53, 28, 102]","Mary Elizabeth Braddon,Joseph Conrad,Fergus Hume,Mrs Henry Wood,James Grant,Bret Harte,John Kendrick Bangs,Mark Twain,Nathaniel Hawthorne,Louisa May Alcott"
10,71,"[30, 365, 28, 979, 2957, 1321, 8949, 125, 69, 73]","H.G. Wells,Henry Rider Haggard,Nathaniel Hawthorne,John Kendrick Bangs,Mary Elizabeth Braddon,Marie Corelli,James Grant,Joseph Conrad,Arthur Conan Doyle,Frances Hodgson Burnett"
10,72,"[1057, 8949, 69, 2957, 979, 125, 1321, 28, 260, 593]","Fergus Hume,James Grant,Arthur Conan Doyle,Mary Elizabeth Braddon,John Kendrick Bangs,Joseph Conrad,Marie Corelli,Nathaniel Hawthorne,Oliver Optic,Bret Harte"
10,73,"[8949, 979, 69, 73, 1321, 125, 28, 365, 98, 324]","James Grant,John Kendrick Bangs,Arthur Conan Doyle,Frances Hodgson Burnett,Marie Corelli,Joseph Conrad,Nathaniel Hawthorne,Henry Rider Haggard,Wilkie Collins,Anthony Trollope"
10,74,"[73, 979, 125, 69, 30, 593, 102, 28, 963, 98]","Frances Hodgson Burnett,John Kendrick Bangs,Joseph Conrad,Arthur Conan Doyle,H.G. Wells,Bret Harte,Louisa May Alcott,Nathaniel Hawthorne,Margaret Oliphant,Wilkie Collins"
10,75,"[593, 102, 120, 28, 260, 1057, 963, 2957, 8949, 1177]","Bret Harte,Louisa May Alcott,Jack London,Nathaniel Hawthorne,Oliver Optic,Fergus Hume,Margaret Oliphant,Mary Elizabeth Braddon,James Grant,Mrs Henry Wood"
10,76,"[120, 30, 28, 324, 2957, 365, 260, 1057, 1177, 1321]","Jack London,H.G. Wells,Nathaniel Hawthorne,Anthony Trollope,Mary Elizabeth Braddon,Henry Rider Haggard,Oliver Optic,Fergus Hume,Mrs Henry Wood,Marie Corelli"
10,77,"[324, 2957, 1057, 30, 53, 125, 1177, 73, 120, 98]","Anthony Trollope,Mary Elizabeth Braddon,Fergus Hume,H.G. Wells,Mark Twain,Joseph Conrad,Mrs Henry Wood,Frances Hodgson Burnett,Jack London,Wilkie Collins"
10,78,"[120, 365, 1057, 102, 963, 28, 53, 8949, 69, 260]","Jack London,Henry Rider Haggard,Fergus Hume,Louisa May Alcott,Margaret Oliphant,Nathaniel Hawthorne,Mark Twain,James Grant,Arthur Conan Doyle,Oliver Optic"
10,79,"[260, 1321, 8949, 365, 963, 30, 593, 324, 69, 979]","Oliver Optic,Marie Corelli,James Grant,Henry Rider Haggard,Margaret Oliphant,H.G. Wells,Bret Harte,Anthony Trollope,Arthur Conan Doyle,John Kendrick Bangs"
10,80,"[98, 73, 30, 69, 53, 28, 963, 120, 2957, 125]","Wilkie Collins,Frances Hodgson Burnett,H.G. Wells,Arthur Conan Doyle,Mark Twain,Nathaniel Hawthorne,Margaret Oliphant,Jack London,Mary Elizabeth Braddon,Joseph Conrad"
10,81,"[102, 120, 1057, 324, 98, 963, 125, 2957, 260, 69]","Louisa May Alcott,Jack London,Fergus Hume,Anthony Trollope,Wilkie Collins,Margaret Oliphant,Joseph Conrad,Mary Elizabeth Braddon,Oliver Optic,Arthur Conan Doyle"
10,82,"[1177, 2957, 102, 979, 69, 73, 28, 125, 30, 53]","Mrs Henry Wood,Mary Elizabeth Braddon,Louisa May Alcott,John Kendrick Bangs,Arthur Conan Doyle,Frances Hodgson Burnett,Nathaniel Hawthorne,Joseph Conrad,H.G. Wells,Mark Twain"
10,83,"[73, 1321, 365, 260, 8949, 69, 1057, 324, 53, 125]","Frances Hodgson Burnett,Marie Corelli,Henry Rider Haggard,Oliver Optic,James Grant,Arthur Conan Doyle,Fergus Hume,Anthony Trollope,Mark Twain,Joseph Conrad"
10,84,"[53, 260, 2957, 1057, 28, 120, 963, 365, 1321, 125]","Mark Twain,Oliver Optic,Mary Elizabeth Braddon,Fergus Hume,Nathaniel Hawthorne,Jack London,Margaret Oliphant,Henry Rider Haggard,Marie Corelli,Joseph Conrad"
10,85,"[98, 69, 593, 324, 102, 30, 260, 120, 28, 365]","Wilkie Collins,Arthur Conan Doyle,Bret Harte,Anthony Trollope,Louisa May Alcott,H.G. Wells,Oliver Optic,Jack London,Nathaniel Hawthorne,Henry Rider Haggard"
10,86,"[1321, 73, 120, 102, 963, 53, 979, 2957, 1177, 260]","Marie Corelli,Frances Hodgson Burnett,Jack London,Louisa May Alcott,Margaret Oliphant,Mark Twain,John Kendrick Bangs,Mary Elizabeth Braddon,Mrs Henry Wood,Oliver Optic"
10,87,"[260, 593, 365, 69, 2957, 1321, 963, 1177, 30, 979]","Oliver Optic,Bret Harte,Henry Rider Haggard,Arthur Conan Doyle,Mary Elizabeth Braddon,Marie Corelli,Margaret Oliphant,Mrs Henry Wood,H.G. Wells,John Kendrick Bangs"
10,88,"[30, 365, 593, 120, 1177, 260, 73, 979, 963, 102]","H.G. Wells,Henry Rider Haggard,Bret Harte,Jack London,Mrs Henry Wood,Oliver Optic,Frances Hodgson Burnett,John Kendrick Bangs,Margaret Oliphant,Louisa May Alcott"
10,89,"[30, 979, 102, 324, 120, 53, 28, 593, 1177, 260]","H.G. Wells,John Kendrick Bangs,Louisa May Alcott,Anthony Trollope,Jack London,Mark Twain,Nathaniel Hawthorne,Bret Harte,Mrs Henry Wood,Oliver Optic"
10,90,"[593, 125, 1177, 1321, 73, 102, 28, 30, 260, 53]","Bret Harte,Joseph Conrad,Mrs Henry Wood,Marie Corelli,Frances Hodgson Burnett,Louisa May Alcott,Nathaniel Hawthorne,H.G. Wells,Oliver Optic,Mark Twain"
10,91,"[2957, 102, 260, 593, 324, 963, 73, 30, 1321, 28]","Mary Elizabeth Braddon,Louisa May Alcott,Oliver Optic,Bret Harte,Anthony Trollope,Margaret Oliphant,Frances Hodgson Burnett,H.G. Wells,Marie Corelli,Nathaniel Hawthorne"
10,92,"[69, 73, 963, 102, 98, 1321, 260, 979, 593, 1177]","Arthur Conan Doyle,Frances Hodgson Burnett,Margaret Oliphant,Louisa May Alcott,Wilkie Collins,Marie Corelli,Oliver Optic,John Kendrick Bangs,Bret Harte,Mrs Henry Wood"
10,93,"[53, 120, 2957, 30, 979, 98, 260, 1321, 324, 1177]","Mark Twain,Jack London,Mary Elizabeth Braddon,H.G. Wells,John Kendrick Bangs,Wilkie Collins,Oliver Optic,Marie Corelli,Anthony Trollope,Mrs Henry Wood"
10,94,"[324, 963, 1321, 1057, 365, 28, 98, 53, 1177, 125]","Anthony Trollope,Margaret Oliphant,Marie Corelli,Fergus Hume,Henry Rider Haggard,Nathaniel Hawthorne,Wilkie Collins,Mark Twain,Mrs Henry Wood,Joseph Conrad"
10,95,"[1321, 1057, 98, 2957, 365, 69, 125, 963, 120, 102]","Marie Corelli,Fergus Hume,Wilkie Collins,Mary Elizabeth Braddon,Henry Rider Haggard,Arthur Conan Doyle,Joseph Conrad,Margaret Oliphant,Jack London,Louisa May Alcott"
10,96,"[69, 365, 120, 8949, 73, 324, 1057, 125, 102, 963]","Arthur Conan Doyle,Henry Rider Haggard,Jack London,James Grant,Frances Hodgson Burnett,Anthony Trollope,Fergus Hume,Joseph Conrad,Louisa May Alcott,Margaret Oliphant"
10,97,"[73, 1321, 324, 979, 120, 1177, 8949, 125, 28, 963]","Frances Hodgson Burnett,Marie Corelli,Anthony Trollope,John Kendrick Bangs,Jack London,Mrs Henry Wood,James Grant,Joseph Conrad,Nathaniel Hawthorne,Margaret Oliphant"
10,98,"[260, 30, 28, 365, 69, 963, 8949, 125, 593, 53]","Oliver Optic,H.G. Wells,Nathaniel Hawthorne,Henry Rider Haggard,Arthur Conan Doyle,Margaret Oliphant,James Grant,Joseph Conrad,Bret Harte,Mark Twain"
10,99,"[28, 979, 260, 963, 30, 324, 120, 98, 73, 125]","Nathaniel Hawthorne,John Kendrick Bangs,Oliver Optic,Margaret Oliphant,H.G. Wells,Anthony Trollope,Jack London,Wilkie Collins,Frances Hodgson Burnett,Joseph Conrad"
10,100,"[1177, 125, 1057, 98, 979, 324, 30, 102, 8949, 28]","Mrs Henry Wood,Joseph Conrad,Fergus Hume,Wilkie Collins,John Kendrick Bangs,Anthony Trollope,H.G. Wells,Louisa May Alcott,James Grant,Nathaniel Hawthorne"
12,1,"[593, 324, 28, 69, 73, 125, 1177, 963, 365, 120, 102, 53]","Bret Harte,Anthony Trollope,Nathaniel Hawthorne,Arthur Conan Doyle,Frances Hodgson Burnett,Joseph Conrad,Mrs Henry Wood,Margaret Oliphant,Henry Rider Haggard,Jack London,Louisa May Alcott,Mark Twain"
12,2,"[2957, 120, 1177, 1057, 125, 1321, 69, 28, 53, 963, 30, 979]","Mary Elizabeth Braddon,Jack London,Mrs Henry Wood,Fergus Hume,Joseph Conrad,Marie Corelli,Arthur Conan Doyle,Nathaniel Hawthorne,Mark Twain,Margaret Oliphant,H.G. Wells,John Kendrick Bangs"
12,3,"[365, 1177, 963, 1321, 69, 2957, 73, 120, 979, 8949, 30, 125]","Henry Rider Haggard,Mrs Henry Wood,Margaret Oliphant,Marie Corelli,Arthur Conan Doyle,Mary Elizabeth Braddon,Frances Hodgson Burnett,Jack London,John Kendrick Bangs,James Grant,H.G. Wells,Joseph Conrad"
12,4,"[28, 1177, 324, 1321, 125, 593, 69, 30, 963, 260, 979, 98]","Nathaniel Hawthorne,Mrs Henry Wood,Anthony Trollope,Marie Corelli,Joseph Conrad,Bret Harte,Arthur Conan Doyle,H.G. Wells,Margaret Oliphant,Oliver Optic,John Kendrick Bangs,Wilkie Collins"
12,5,"[2957, 365, 30, 120, 125, 102, 8949, 1321, 260, 979, 69, 1057]","Mary Elizabeth Braddon,Henry Rider Haggard,H.G. Wells,Jack London,Joseph Conrad,Louisa May Alcott,James Grant,Marie Corelli,Oliver Optic,John Kendrick Bangs,Arthur Conan Doyle,Fergus Hume"
12,6,"[69, 963, 1177, 260, 53, 102, 125, 28, 365, 1057, 8949, 98]","Arthur Conan Doyle,Margaret Oliphant,Mrs Henry Wood,Oliver Optic,Mark Twain,Louisa May Alcott,Joseph Conrad,Nathaniel Hawthorne,Henry Rider Haggard,Fergus Hume,James Grant,Wilkie Collins"
12,7,"[73, 963, 1177, 28, 53, 324, 30, 979, 593, 125, 1321, 102]","Frances Hodgson Burnett,Margaret Oliphant,Mrs Henry Wood,Nathaniel Hawthorne,Mark Twain,Anthony Trollope,H.G. Wells,John Kendrick Bangs,Bret Harte,Joseph Conrad,Marie Corelli,Louisa May Alcott"
12,8,"[98, 102, 73, 2957, 979, 125, 28, 69, 324, 53, 120, 1321]","Wilkie Collins,Louisa May Alcott,Frances Hodgson Burnett,Mary Elizabeth Braddon,John Kendrick Bangs,Joseph Conrad,Nathaniel Hawthorne,Arthur Conan Doyle,Anthony Trollope,Mark Twain,Jack London,Marie Corelli"
12,9,"[98, 28, 1321, 365, 102, 69, 979, 963, 120, 1177, 30, 73]","Wilkie Collins,Nathaniel Hawthorne,Marie Corelli,Henry Rider Haggard,Louisa May Alcott,Arthur Conan Doyle,John Kendrick Bangs,Margaret Oliphant,Jack London,Mrs Henry Wood,H.G. Wells,Frances Hodgson Burnett"
12,10,"[98, 53, 260, 102, 1321, 28, 963, 69, 73, 324, 8949, 1177]","Wilkie Collins,Mark Twain,Oliver Optic,Louisa May Alcott,Marie Corelli,Nathaniel Hawthorne,Margaret Oliphant,Arthur Conan Doyle,Frances Hodgson Burnett,Anthony Trollope,James Grant,Mrs Henry Wood"
12,11,"[120, 28, 53, 1177, 125, 102, 260, 324, 2957, 8949, 73, 365]","Jack London,Nathaniel Hawthorne,Mark Twain,Mrs Henry Wood,Joseph Conrad,Louisa May Alcott,Oliver Optic,Anthony Trollope,Mary Elizabeth Braddon,James Grant,Frances Hodgson Burnett,Henry Rider Haggard"
12,12,"[102, 1321, 2957, 73, 324, 69, 593, 28, 260, 365, 8949, 1177]","Louisa May Alcott,Marie Corelli,Mary Elizabeth Braddon,Frances Hodgson Burnett,Anthony Trollope,Arthur Conan Doyle,Bret Harte,Nathaniel Hawthorne,Oliver Optic,Henry Rider Haggard,James Grant,Mrs Henry Wood"
12,13,"[8949, 53, 125, 30, 324, 28, 963, 69, 98, 2957, 260, 979]","James Grant,Mark Twain,Joseph Conrad,H.G. Wells,Anthony Trollope,Nathaniel Hawthorne,Margaret Oliphant,Arthur Conan Doyle,Wilkie Collins,Mary Elizabeth Braddon,Oliver Optic,John Kendrick Bangs"
12,14,"[120, 1321, 2957, 1177, 125, 69, 98, 30, 365, 324, 979, 593]","Jack London,Marie Corelli,Mary Elizabeth Braddon,Mrs Henry Wood,Joseph Conrad,Arthur Conan Doyle,Wilkie Collins,H.G. Wells,Henry Rider Haggard,Anthony Trollope,John Kendrick Bangs,Bret Harte"
12,15,"[1057, 53, 73, 1177, 979, 365, 102, 963, 260, 593, 324, 8949]","Fergus Hume,Mark Twain,Frances Hodgson Burnett,Mrs Henry Wood,John Kendrick Bangs,Henry Rider Haggard,Louisa May Alcott,Margaret Oliphant,Oliver Optic,Bret Harte,Anthony Trollope,James Grant"
12,16,"[53, 1177, 1057, 73, 69, 98, 593, 120, 979, 1321, 28, 125]","Mark Twain,Mrs Henry Wood,Fergus Hume,Frances Hodgson Burnett,Arthur Conan Doyle,Wilkie Collins,Bret Harte,Jack London,John Kendrick Bangs,Marie Corelli,Nathaniel Hawthorne,Joseph Conrad"
12,17,"[8949, 30, 28, 98, 593, 324, 73, 1321, 260, 1177, 125, 102]","James Grant,H.G. Wells,Nathaniel Hawthorne,Wilkie Collins,Bret Harte,Anthony Trollope,Frances Hodgson Burnett,Marie Corelli,Oliver Optic,Mrs Henry Wood,Joseph Conrad,Louisa May Alcott"
12,18,"[324, 1057, 963, 2957, 1321, 30, 73, 365, 8949, 102, 979, 125]","Anthony Trollope,Fergus Hume,Margaret Oliphant,Mary Elizabeth Braddon,Marie Corelli,H.G. Wells,Frances Hodgson Burnett,Henry Rider Haggard,James Grant,Louisa May Alcott,John Kendrick Bangs,Joseph Conrad"
12,19,"[365, 593, 30, 8949, 73, 2957, 963, 69, 260, 120, 53, 1321]","Henry Rider Haggard,Bret Harte,H.G. Wells,James Grant,Frances Hodgson Burnett,Mary Elizabeth Braddon,Margaret Oliphant,Arthur Conan Doyle,Oliver Optic,Jack London,Mark Twain,Marie Corelli"
12,20,"[1177, 73, 53, 1057, 125, 69, 8949, 30, 365, 963, 979, 324]","Mrs Henry Wood,Frances Hodgson Burnett,Mark Twain,Fergus Hume,Joseph Conrad,Arthur Conan Doyle,James Grant,H.G. Wells,Henry Rider Haggard,Margaret Oliphant,John Kendrick Bangs,Anthony Trollope"
